"tag","url"
"流行","http://music.taihe.com/songlist/354788055"
"安静","http://music.taihe.com/songlist/354788055"
"华语","http://music.taihe.com/songlist/365338214"
"流行","http://music.taihe.com/songlist/365338214"
"感动","http://music.taihe.com/songlist/365338214"
"怀旧","http://music.taihe.com/songlist/3518"
"思念","http://music.taihe.com/songlist/3518"
"华语","http://music.taihe.com/songlist/4467"
"流行","http://music.taihe.com/songlist/4467"
"经典","http://music.taihe.com/songlist/4467"
"纯音乐","http://music.taihe.com/songlist/509611974"
"安静","http://music.taihe.com/songlist/509611974"
"欧美","http://music.taihe.com/songlist/354741540"
"流行","http://music.taihe.com/songlist/354741540"
"学习","http://music.taihe.com/songlist/354741540"
"日语","http://music.taihe.com/songlist/365047705"
"ACG","http://music.taihe.com/songlist/365047705"
"感动","http://music.taihe.com/songlist/365047705"
"欧美","http://music.taihe.com/songlist/6255"
"放松","http://music.taihe.com/songlist/6255"
"华语","http://music.taihe.com/songlist/6661"
"欧美","http://music.taihe.com/songlist/6661"
"粤语","http://music.taihe.com/songlist/7130"
"午后","http://music.taihe.com/songlist/7130"
"学习","http://music.taihe.com/songlist/7130"
"粤语","http://music.taihe.com/songlist/363845201"
"华语","http://music.taihe.com/songlist/363845201"
"快乐","http://music.taihe.com/songlist/512203472"
"运动","http://music.taihe.com/songlist/512203472"
"兴奋","http://music.taihe.com/songlist/512203472"
"驾驶","http://music.taihe.com/songlist/3117"
"兴奋","http://music.taihe.com/songlist/3117"
"经典","http://music.taihe.com/songlist/688"
"怀旧","http://music.taihe.com/songlist/688"
"约会","http://music.taihe.com/songlist/2124"
"夜晚","http://music.taihe.com/songlist/2931"
"安静","http://music.taihe.com/songlist/2931"
"欧美","http://music.taihe.com/songlist/2931"
"安静","http://music.taihe.com/songlist/1121"
"流行","http://music.taihe.com/songlist/1121"
"流行","http://music.taihe.com/songlist/2662"
"流行","http://music.taihe.com/songlist/365744304"
"新世纪","http://music.taihe.com/songlist/365744304"
"安静","http://music.taihe.com/songlist/365744304"
"欧美","http://music.taihe.com/songlist/517565448"
"流行","http://music.taihe.com/songlist/517565448"
"放松","http://music.taihe.com/songlist/517565448"
"伤感","http://music.taihe.com/songlist/2476"
"流行","http://music.taihe.com/songlist/2476"
"欧美","http://music.taihe.com/songlist/354357190"
"电子","http://music.taihe.com/songlist/354357190"
"华语","http://music.taihe.com/songlist/357896176"
"粤语","http://music.taihe.com/songlist/357896176"
"影视原声","http://music.taihe.com/songlist/357896176"
"校园","http://music.taihe.com/songlist/4381"
"流行","http://music.taihe.com/songlist/4381"
"欧美","http://music.taihe.com/songlist/365744909"
"电子","http://music.taihe.com/songlist/365744909"
"兴奋","http://music.taihe.com/songlist/365744909"
"影视原声","http://music.taihe.com/songlist/365384727"
"经典","http://music.taihe.com/songlist/365384727"
"华语","http://music.taihe.com/songlist/509078028"
"古风","http://music.taihe.com/songlist/509078028"
"华语","http://music.taihe.com/songlist/515896481"
"兴奋","http://music.taihe.com/songlist/515896481"
"励志","http://music.taihe.com/songlist/515896481"
"华语","http://music.taihe.com/songlist/518201237"
"流行","http://music.taihe.com/songlist/518201237"
"伤感","http://music.taihe.com/songlist/518201237"
"华语","http://music.taihe.com/songlist/518118601"
"民谣","http://music.taihe.com/songlist/518118601"
"校园","http://music.taihe.com/songlist/518118601"
"古风","http://music.taihe.com/songlist/5770"
"感动","http://music.taihe.com/songlist/5770"
"古风","http://music.taihe.com/songlist/363660956"
"安静","http://music.taihe.com/songlist/363660956"
"午后","http://music.taihe.com/songlist/363660956"
"影视原声","http://music.taihe.com/songlist/368521437"
"华语","http://music.taihe.com/songlist/368521437"
"华语","http://music.taihe.com/songlist/5905"
"华语","http://music.taihe.com/songlist/375152057"
"民谣","http://music.taihe.com/songlist/375152057"
"经典","http://music.taihe.com/songlist/375152057"
"纯音乐","http://music.taihe.com/songlist/6825"
"放松","http://music.taihe.com/songlist/6825"
"华语","http://music.taihe.com/songlist/365316675"
"流行","http://music.taihe.com/songlist/365316675"
"伤感","http://music.taihe.com/songlist/365316675"
"民谣","http://music.taihe.com/songlist/516976257"
"华语","http://music.taihe.com/songlist/516976257"
"华语","http://music.taihe.com/songlist/514999365"
"古风","http://music.taihe.com/songlist/514999365"
"思念","http://music.taihe.com/songlist/514999365"
"华语","http://music.taihe.com/songlist/354430724"
"古风","http://music.taihe.com/songlist/354430724"
"流行","http://music.taihe.com/songlist/354430724"
"华语","http://music.taihe.com/songlist/511981906"
"古风","http://music.taihe.com/songlist/511981906"
"华语","http://music.taihe.com/songlist/508498394"
"古风","http://music.taihe.com/songlist/508498394"
"感动","http://music.taihe.com/songlist/508498394"
"华语","http://music.taihe.com/songlist/365059595"
"古风","http://music.taihe.com/songlist/365059595"
"流行","http://music.taihe.com/songlist/517113445"
"怀旧","http://music.taihe.com/songlist/517113445"
"华语","http://music.taihe.com/songlist/517113445"
"华语","http://music.taihe.com/songlist/504003458"
"民谣","http://music.taihe.com/songlist/504003458"
"怀旧","http://music.taihe.com/songlist/504003458"
"古风","http://music.taihe.com/songlist/6532"
"伤感","http://music.taihe.com/songlist/6532"
"华语","http://music.taihe.com/songlist/365384382"
"流行","http://music.taihe.com/songlist/365384382"
"思念","http://music.taihe.com/songlist/365384382"
"校园","http://music.taihe.com/songlist/6632"
"流行","http://music.taihe.com/songlist/6632"
"华语","http://music.taihe.com/songlist/6632"
"华语","http://music.taihe.com/songlist/515890213"
"流行","http://music.taihe.com/songlist/515890213"
"怀旧","http://music.taihe.com/songlist/515890213"
"古风","http://music.taihe.com/songlist/5183"
"古风","http://music.taihe.com/songlist/516976390"
"华语","http://music.taihe.com/songlist/516976390"
"寂寞","http://music.taihe.com/songlist/516976390"
"华语","http://music.taihe.com/songlist/509108550"
"怀旧","http://music.taihe.com/songlist/509108550"
"经典","http://music.taihe.com/songlist/509108550"
"华语","http://music.taihe.com/songlist/518117769"
"流行","http://music.taihe.com/songlist/518117769"
"经典","http://music.taihe.com/songlist/518117769"
"华语","http://music.taihe.com/songlist/517341048"
"古风","http://music.taihe.com/songlist/517341048"
"民谣","http://music.taihe.com/songlist/5137"
"古风","http://music.taihe.com/songlist/5640"
"华语","http://music.taihe.com/songlist/517017072"
"流行","http://music.taihe.com/songlist/517017072"
"伤感","http://music.taihe.com/songlist/517017072"
"古风","http://music.taihe.com/songlist/517882590"
"华语","http://music.taihe.com/songlist/517882590"
"寂寞","http://music.taihe.com/songlist/517882590"
"华语","http://music.taihe.com/songlist/514441181"
"怀旧","http://music.taihe.com/songlist/514441181"
"感动","http://music.taihe.com/songlist/514441181"
"华语","http://music.taihe.com/songlist/518561909"
"流行","http://music.taihe.com/songlist/518561909"
"浪漫","http://music.taihe.com/songlist/518561909"
"ACG","http://music.taihe.com/songlist/365740921"
"电子","http://music.taihe.com/songlist/365740921"
"古风","http://music.taihe.com/songlist/6563"
"治愈","http://music.taihe.com/songlist/6563"
"伤感","http://music.taihe.com/songlist/3460"
"悲伤","http://music.taihe.com/songlist/3460"
"流行","http://music.taihe.com/songlist/3460"
"华语","http://music.taihe.com/songlist/518190296"
"伤感","http://music.taihe.com/songlist/518190296"
"欧美","http://music.taihe.com/songlist/365338820"
"励志","http://music.taihe.com/songlist/365338820"
"流行","http://music.taihe.com/songlist/365338820"
"治愈","http://music.taihe.com/songlist/1544"
"经典","http://music.taihe.com/songlist/1544"
"独立","http://music.taihe.com/songlist/1544"
"校园","http://music.taihe.com/songlist/2912"
"怀旧","http://music.taihe.com/songlist/2912"
"经典","http://music.taihe.com/songlist/2912"
"华语","http://music.taihe.com/songlist/518202123"
"民谣","http://music.taihe.com/songlist/518202123"
"安静","http://music.taihe.com/songlist/518202123"
"华语","http://music.taihe.com/songlist/3145"
"浪漫","http://music.taihe.com/songlist/3145"
"华语","http://music.taihe.com/songlist/364012978"
"经典","http://music.taihe.com/songlist/364012978"
"怀旧","http://music.taihe.com/songlist/364012978"
"欧美","http://music.taihe.com/songlist/512198964"
"运动","http://music.taihe.com/songlist/512198964"
"兴奋","http://music.taihe.com/songlist/512198964"
"欧美","http://music.taihe.com/songlist/363894745"
"流行","http://music.taihe.com/songlist/363894745"
"运动","http://music.taihe.com/songlist/363894745"
"古典","http://music.taihe.com/songlist/4151"
"治愈","http://music.taihe.com/songlist/5908"
"古风","http://music.taihe.com/songlist/5908"
"夜晚","http://music.taihe.com/songlist/5908"
"华语","http://music.taihe.com/songlist/509463855"
"流行","http://music.taihe.com/songlist/509463855"
"美好","http://music.taihe.com/songlist/509463855"
"说唱","http://music.taihe.com/songlist/509921384"
"快乐","http://music.taihe.com/songlist/509921384"
"华语","http://music.taihe.com/songlist/354786271"
"古风","http://music.taihe.com/songlist/354786271"
"古风","http://music.taihe.com/songlist/517107639"
"华语","http://music.taihe.com/songlist/517107639"
"寂寞","http://music.taihe.com/songlist/517107639"
"华语","http://music.taihe.com/songlist/516713189"
"影视原声","http://music.taihe.com/songlist/516713189"
"经典","http://music.taihe.com/songlist/516713189"
"纯音乐","http://music.taihe.com/songlist/363895911"
"民族","http://music.taihe.com/songlist/363895911"
"美好","http://music.taihe.com/songlist/363895911"
"华语","http://music.taihe.com/songlist/517570181"
"流行","http://music.taihe.com/songlist/517570181"
"安静","http://music.taihe.com/songlist/517570181"
"古典","http://music.taihe.com/songlist/511439519"
"纯音乐","http://music.taihe.com/songlist/511439519"
"浪漫","http://music.taihe.com/songlist/511439519"
"古风","http://music.taihe.com/songlist/4999"
"华语","http://music.taihe.com/songlist/516510007"
"浪漫","http://music.taihe.com/songlist/516510007"
"婚礼","http://music.taihe.com/songlist/516510007"
"华语","http://music.taihe.com/songlist/6839"
"美好","http://music.taihe.com/songlist/6839"
"旅行","http://music.taihe.com/songlist/6839"
"华语","http://music.taihe.com/songlist/515633603"
"古风","http://music.taihe.com/songlist/515633603"
"华语","http://music.taihe.com/songlist/518407719"
"影视原声","http://music.taihe.com/songlist/518407719"
"怀旧","http://music.taihe.com/songlist/518407719"
"华语","http://music.taihe.com/songlist/515140797"
"流行","http://music.taihe.com/songlist/515140797"
"网络歌曲","http://music.taihe.com/songlist/515140797"
"思念","http://music.taihe.com/songlist/6769"
"华语","http://music.taihe.com/songlist/512004699"
"说唱","http://music.taihe.com/songlist/512004699"
"放松","http://music.taihe.com/songlist/512004699"
"古风","http://music.taihe.com/songlist/5563"
"兴奋","http://music.taihe.com/songlist/5563"
"华语","http://music.taihe.com/songlist/369622293"
"流行","http://music.taihe.com/songlist/369622293"
"流行","http://music.taihe.com/songlist/354336149"
"华语","http://music.taihe.com/songlist/354336149"
"古风","http://music.taihe.com/songlist/354336149"
"华语","http://music.taihe.com/songlist/517451358"
"流行","http://music.taihe.com/songlist/517451358"
"伤感","http://music.taihe.com/songlist/517451358"
"ACG","http://music.taihe.com/songlist/496973821"
"电子","http://music.taihe.com/songlist/496973821"
"华语","http://music.taihe.com/songlist/518236809"
"流行","http://music.taihe.com/songlist/518236809"
"伤感","http://music.taihe.com/songlist/518236809"
"午后","http://music.taihe.com/songlist/5480"
"古风","http://music.taihe.com/songlist/5480"
"放松","http://music.taihe.com/songlist/5480"
"华语","http://music.taihe.com/songlist/3048"
"流行","http://music.taihe.com/songlist/3048"
"华语","http://music.taihe.com/songlist/365505971"
"说唱","http://music.taihe.com/songlist/365505971"
"夜店","http://music.taihe.com/songlist/365505971"
"古风","http://music.taihe.com/songlist/6937"
"游戏","http://music.taihe.com/songlist/6937"
"ACG","http://music.taihe.com/songlist/6937"
"华语","http://music.taihe.com/songlist/514426300"
"古风","http://music.taihe.com/songlist/514426300"
"思念","http://music.taihe.com/songlist/514426300"
"华语","http://music.taihe.com/songlist/513232058"
"古风","http://music.taihe.com/songlist/513232058"
"寂寞","http://music.taihe.com/songlist/513232058"
"华语","http://music.taihe.com/songlist/5587"
"安静","http://music.taihe.com/songlist/5670"
"古风","http://music.taihe.com/songlist/5670"
"华语","http://music.taihe.com/songlist/517292178"
"流行","http://music.taihe.com/songlist/517292178"
"寂寞","http://music.taihe.com/songlist/517292178"
"流行","http://music.taihe.com/songlist/517241115"
"华语","http://music.taihe.com/songlist/517241115"
"伤感","http://music.taihe.com/songlist/517241115"
"华语","http://music.taihe.com/songlist/520479852"
"快乐","http://music.taihe.com/songlist/520479852"
"治愈","http://music.taihe.com/songlist/520479852"
"流行","http://music.taihe.com/songlist/515733205"
"美好","http://music.taihe.com/songlist/515733205"
"华语","http://music.taihe.com/songlist/7014"
"古风","http://music.taihe.com/songlist/7014"
"流行","http://music.taihe.com/songlist/7014"
"华语","http://music.taihe.com/songlist/511094184"
"经典","http://music.taihe.com/songlist/511094184"
"流行","http://music.taihe.com/songlist/511094184"
"榜单","http://music.taihe.com/songlist/5778"
"古典","http://music.taihe.com/songlist/513402541"
"纯音乐","http://music.taihe.com/songlist/513402541"
"安静","http://music.taihe.com/songlist/513402541"
"轻音乐","http://music.taihe.com/songlist/515770060"
"纯音乐","http://music.taihe.com/songlist/515770060"
"器乐","http://music.taihe.com/songlist/515770060"
"夜晚","http://music.taihe.com/songlist/512792264"
"伤感","http://music.taihe.com/songlist/512792264"
"流行","http://music.taihe.com/songlist/512792264"
"流行","http://music.taihe.com/songlist/517459639"
"华语","http://music.taihe.com/songlist/517459639"
"影视原声","http://music.taihe.com/songlist/517459639"
"伤感","http://music.taihe.com/songlist/517535441"
"华语","http://music.taihe.com/songlist/517535441"
"器乐","http://music.taihe.com/songlist/367125419"
"纯音乐","http://music.taihe.com/songlist/367125419"
"约会","http://music.taihe.com/songlist/367125419"
"流行","http://music.taihe.com/songlist/518775135"
"快乐","http://music.taihe.com/songlist/518775135"
"运动","http://music.taihe.com/songlist/518775135"
"华语","http://music.taihe.com/songlist/515739933"
"怀旧","http://music.taihe.com/songlist/515739933"
"古风","http://music.taihe.com/songlist/5651"
"榜单","http://music.taihe.com/songlist/5651"
"约会","http://music.taihe.com/songlist/5651"
"华语","http://music.taihe.com/songlist/517881573"
"伤感","http://music.taihe.com/songlist/517881573"
"华语","http://music.taihe.com/songlist/512082977"
"古风","http://music.taihe.com/songlist/512082977"
"寂寞","http://music.taihe.com/songlist/512082977"
"华语","http://music.taihe.com/songlist/516703997"
"影视原声","http://music.taihe.com/songlist/516703997"
"古风","http://music.taihe.com/songlist/516703997"
"华语","http://music.taihe.com/songlist/516359408"
"民谣","http://music.taihe.com/songlist/516359408"
"怀旧","http://music.taihe.com/songlist/516359408"
"流行","http://music.taihe.com/songlist/365540975"
"悲伤","http://music.taihe.com/songlist/365540975"
"纯音乐","http://music.taihe.com/songlist/354618234"
"ACG","http://music.taihe.com/songlist/354618234"
"华语","http://music.taihe.com/songlist/485674026"
"流行","http://music.taihe.com/songlist/485674026"
"网络歌曲","http://music.taihe.com/songlist/485674026"
"华语","http://music.taihe.com/songlist/518779795"
"流行","http://music.taihe.com/songlist/518779795"
"治愈","http://music.taihe.com/songlist/518779795"
"华语","http://music.taihe.com/songlist/506556167"
"说唱","http://music.taihe.com/songlist/506556167"
"古风","http://music.taihe.com/songlist/4576"
"流行","http://music.taihe.com/songlist/3187"
"华语","http://music.taihe.com/songlist/3187"
"华语","http://music.taihe.com/songlist/512071357"
"古风","http://music.taihe.com/songlist/512071357"
"思念","http://music.taihe.com/songlist/512071357"
"华语","http://music.taihe.com/songlist/354916436"
"古风","http://music.taihe.com/songlist/354916436"
"美好","http://music.taihe.com/songlist/354916436"
"华语","http://music.taihe.com/songlist/367189214"
"说唱","http://music.taihe.com/songlist/367189214"
"寂寞","http://music.taihe.com/songlist/5909"
"孤独","http://music.taihe.com/songlist/5909"
"华语","http://music.taihe.com/songlist/369620857"
"古风","http://music.taihe.com/songlist/369620857"
"华语","http://music.taihe.com/songlist/518204272"
"古风","http://music.taihe.com/songlist/518204272"
"寂寞","http://music.taihe.com/songlist/518204272"
"华语","http://music.taihe.com/songlist/516529478"
"摇滚","http://music.taihe.com/songlist/516529478"
"兴奋","http://music.taihe.com/songlist/516529478"
"伤感","http://music.taihe.com/songlist/512007085"
"流行","http://music.taihe.com/songlist/512007085"
"治愈","http://music.taihe.com/songlist/512007085"
"华语","http://music.taihe.com/songlist/365152266"
"民谣","http://music.taihe.com/songlist/365152266"
"午后","http://music.taihe.com/songlist/365152266"
"华语","http://music.taihe.com/songlist/365008189"
"古风","http://music.taihe.com/songlist/365008189"
"流行","http://music.taihe.com/songlist/365008189"
"华语","http://music.taihe.com/songlist/518193432"
"流行","http://music.taihe.com/songlist/518193432"
"孤独","http://music.taihe.com/songlist/518193432"
"流行","http://music.taihe.com/songlist/512673808"
"华语","http://music.taihe.com/songlist/512673808"
"安静","http://music.taihe.com/songlist/512673808"
"华语","http://music.taihe.com/songlist/511053216"
"流行","http://music.taihe.com/songlist/511053216"
"励志","http://music.taihe.com/songlist/511053216"
"华语","http://music.taihe.com/songlist/515834044"
"网络歌曲","http://music.taihe.com/songlist/515834044"
"伤感","http://music.taihe.com/songlist/515834044"
"华语","http://music.taihe.com/songlist/507050913"
"流行","http://music.taihe.com/songlist/507050913"
"放松","http://music.taihe.com/songlist/507050913"
"华语","http://music.taihe.com/songlist/354361978"
"流行","http://music.taihe.com/songlist/354361978"
"古风","http://music.taihe.com/songlist/354361978"
"古风","http://music.taihe.com/songlist/365648342"
"思念","http://music.taihe.com/songlist/365648342"
"影视原声","http://music.taihe.com/songlist/499826485"
"经典","http://music.taihe.com/songlist/499826485"
"华语","http://music.taihe.com/songlist/517340284"
"流行","http://music.taihe.com/songlist/517340284"
"网络歌曲","http://music.taihe.com/songlist/517340284"
"流行","http://music.taihe.com/songlist/364945371"
"华语","http://music.taihe.com/songlist/364945371"
"影视原声","http://music.taihe.com/songlist/364945371"
"古风","http://music.taihe.com/songlist/4863"
"思念","http://music.taihe.com/songlist/4863"
"悲伤","http://music.taihe.com/songlist/4863"
"华语","http://music.taihe.com/songlist/518239983"
"怀旧","http://music.taihe.com/songlist/518239983"
"摇滚","http://music.taihe.com/songlist/510821179"
"华语","http://music.taihe.com/songlist/510821179"
"兴奋","http://music.taihe.com/songlist/510821179"
"华语","http://music.taihe.com/songlist/512199654"
"流行","http://music.taihe.com/songlist/512199654"
"伤感","http://music.taihe.com/songlist/512199654"
"华语","http://music.taihe.com/songlist/390943652"
"古风","http://music.taihe.com/songlist/390943652"
"伤感","http://music.taihe.com/songlist/390943652"
"华语","http://music.taihe.com/songlist/364506102"
"流行","http://music.taihe.com/songlist/364506102"
"治愈","http://music.taihe.com/songlist/364506102"
"古风","http://music.taihe.com/songlist/6325"
"治愈","http://music.taihe.com/songlist/6325"
"古风","http://music.taihe.com/songlist/515907155"
"华语","http://music.taihe.com/songlist/515907155"
"思念","http://music.taihe.com/songlist/515907155"
"华语","http://music.taihe.com/songlist/519369826"
"流行","http://music.taihe.com/songlist/519369826"
