"url","lname","play_fre","cover"
"http://music.taihe.com/songlist/1155","冷门歌也可以很好听","929159","http://hiphotos.qianqian.com/ting/pic/item/472309f7905298227c0822e5d5ca7bcb0a46d4d8.jpg"
"http://music.taihe.com/songlist/1202","你还记得那些广告里的歌曲吗","205763","http://hiphotos.qianqian.com/ting/pic/item/c8ea15ce36d3d539d4cccd433b87e950342ab0b9.jpg"
"http://music.taihe.com/songlist/1228","香醇的音乐","296894","http://hiphotos.qianqian.com/ting/pic/item/4b90f603738da9774ea33dbfb251f8198718e392.jpg"
"http://music.taihe.com/songlist/1246","简单易学的儿童歌曲","277987","http://hiphotos.qianqian.com/ting/pic/item/503d269759ee3d6d7590bff044166d224f4adeb2.jpg"
"http://music.taihe.com/songlist/1311","90后时代的歌","14657","http://hiphotos.qianqian.com/ting/pic/item/960a304e251f95ca113b5036c8177f3e66095260.jpg"
"http://music.taihe.com/songlist/1324","寂寞的时候 有一首网络歌","66384","http://hiphotos.qianqian.com/ting/pic/item/b58f8c5494eef01fa7ddda45e1fe9925bd317d61.jpg"
"http://music.taihe.com/songlist/1340","走走路，散散心，聆听轻松的音符","599125","http://hiphotos.qianqian.com/ting/pic/item/d8f9d72a6059252d2f807c31369b033b5bb5b974.jpg"
"http://music.taihe.com/songlist/1353","一瞬间的温柔，一辈子的离别","1125393","http://hiphotos.qianqian.com/ting/pic/item/55e736d12f2eb93885e42c10d7628535e4dd6f42.jpg"
"http://music.taihe.com/songlist/1356","让我说一声“再见”校园毕业季","693534","http://hiphotos.qianqian.com/ting/pic/item/1ad5ad6eddc451da613ece6bb7fd5266d1163262.jpg"
"http://music.taihe.com/songlist/1360","谁的青春，不受一点伤","418752","http://hiphotos.qianqian.com/ting/pic/item/a8014c086e061d95b2a2644c79f40ad163d9cada.jpg"
"http://music.taihe.com/songlist/1378","那些震撼的电影背景音乐","157250","http://hiphotos.qianqian.com/ting/pic/item/9213b07eca8065387c21669396dda144ac348263.jpg"
"http://music.taihe.com/songlist/1425","唯美中国风","264837","http://hiphotos.qianqian.com/ting/pic/item/34fae6cd7b899e51e244f89443a7d933c9950d6c.jpg"
"http://music.taihe.com/songlist/1426","唯美三月 静好时光","4181","http://hiphotos.qianqian.com/ting/pic/item/8326cffc1e178a8284848e32f703738da877e8ec.jpg"
"http://music.taihe.com/songlist/1440","让人心动的韩剧配乐","160156","http://hiphotos.qianqian.com/ting/pic/item/77c6a7efce1b9d166b0258e1f2deb48f8d54646d.jpg"
"http://music.taihe.com/songlist/1471","带上耳机，沿着铁轨就能走回家","68016","http://hiphotos.qianqian.com/ting/pic/item/9e3df8dcd100baa101e8853b4610b912c9fc2e6e.jpg"
"http://music.taihe.com/songlist/1512","执乐之手，与乐偕老","637874","http://hiphotos.qianqian.com/ting/pic/item/71cf3bc79f3df8dc1bdc4d11cc11728b46102849.jpg"
"http://music.taihe.com/songlist/1532","看完烟花再回去，好吗？","335865","http://hiphotos.qianqian.com/ting/pic/item/472309f79052982234d3fb43d6ca7bcb0b46d44a.jpg"
"http://music.taihe.com/songlist/1544","谁来听我的演唱会","505335","http://hiphotos.qianqian.com/ting/pic/item/7aec54e736d12f2e33e56ce04ec2d5628435684a.jpg"
"http://music.taihe.com/songlist/1630","夜店 ★ 不同你想象","1484945","http://hiphotos.qianqian.com/ting/pic/item/908fa0ec08fa513da3aef24c3c6d55fbb2fbd918.jpg"
"http://music.taihe.com/songlist/1679","美丽的女人让人心疼","250575","http://hiphotos.qianqian.com/ting/pic/item/4afbfbedab64034f5da73915adc379310a551dbe.jpg"
"http://music.taihe.com/songlist/1686","爱不是随便的事","12951","http://hiphotos.qianqian.com/ting/pic/item/b151f8198618367acf4bbd5d2f738bd4b21ce574.jpg"
"http://music.taihe.com/songlist/1688","那些美丽的中文","16238","http://hiphotos.qianqian.com/ting/pic/item/810a19d8bc3eb135851a753ba71ea8d3fc1f4455.jpg"
"http://music.taihe.com/songlist/1693","暗恋是首歌","851429","http://hiphotos.qianqian.com/ting/pic/item/0b7b02087bf40ad1b964b507552c11dfa8ecce56.jpg"
"http://music.taihe.com/songlist/1694","把暗恋唱成歌","317916","http://hiphotos.qianqian.com/ting/pic/item/fd039245d688d43f507453727c1ed21b0ff43b55.jpg"
"http://music.taihe.com/songlist/1697","忘不了的好歌曲","1021517","http://hiphotos.qianqian.com/ting/pic/item/b3b7d0a20cf431adac287fc94936acaf2fdd9843.jpg"
"http://music.taihe.com/songlist/1716","我们之间的爱情","289254","http://hiphotos.qianqian.com/ting/pic/item/3bf33a87e950352aa1bde7885243fbf2b3118b56.jpg"
"http://music.taihe.com/songlist/1722","伤心基地","598163","http://hiphotos.qianqian.com/ting/pic/item/b8389b504fc2d5620bd4126de61190ef77c66c56.jpg"
"http://music.taihe.com/songlist/1748","革命的浪漫主义","89136","http://business.cdn.qianqian.com/qianqian/pic/bos_client_d7c5782a25a05ad8de8a7654819a1b2f.jpg"
"http://music.taihe.com/songlist/1753","再唱红歌","490729","http://hiphotos.qianqian.com/ting/pic/item/b58f8c5494eef01fa7cbda45e1fe9925bd317d57.jpg"
"http://music.taihe.com/songlist/1767","游戏音乐 征战江湖","48063","http://hiphotos.qianqian.com/ting/pic/item/c8ea15ce36d3d539d701c2433b87e950352ab076.jpg"
"http://music.taihe.com/songlist/1800","记得 那些爱过的歌","1354439","http://hiphotos.qianqian.com/ting/pic/item/0bd162d9f2d3572c57d476878813632762d0c3b3.jpg"
"http://music.taihe.com/songlist/1801","那些感动 舍不得删掉","997621","http://hiphotos.qianqian.com/ting/pic/item/5bafa40f4bfbfbed93daba617af0f736afc31f28.jpg"
"http://music.taihe.com/songlist/1805","青春也会痛","728437","http://hiphotos.qianqian.com/ting/pic/item/0b55b319ebc4b7455ce05e70cdfc1e178a82155b.jpg"
"http://music.taihe.com/songlist/1870","经典怀旧","362133","http://hiphotos.qianqian.com/ting/pic/item/8694a4c27d1ed21ba3b03fb5af6eddc451da3f60.jpg"
"http://music.taihe.com/songlist/1903","那些年，一起看灰机","200364","http://hiphotos.qianqian.com/ting/pic/item/f703738da9773912bc1d48e1f9198618367ae273.jpg"
"http://music.taihe.com/songlist/1910","余韵环绕","637483","http://hiphotos.qianqian.com/ting/pic/item/4e4a20a4462309f7d3546092730e0cf3d7cad673.jpg"
"http://music.taihe.com/songlist/1914","love 简单爱","180560","http://hiphotos.qianqian.com/ting/pic/item/b8014a90f603738da79fcea2b21bb051f919ec5d.jpg"
"http://music.taihe.com/songlist/1947","对唱情歌 回味经典","122426","http://hiphotos.qianqian.com/ting/pic/item/1f178a82b9014a90576d114ea8773912b21beef6.jpg"
"http://music.taihe.com/songlist/1955","难忘回忆 老歌经典不变","982569","http://hiphotos.qianqian.com/ting/pic/item/1c950a7b02087bf421389569f3d3572c10dfcf5e.jpg"
"http://music.taihe.com/songlist/1957","青涩记忆 有过他们的歌声","74870","http://hiphotos.qianqian.com/ting/pic/item/14ce36d3d539b600cedc5ffaeb50352ac65cb769.jpg"
"http://music.taihe.com/songlist/1977","失恋 单身","545134","http://hiphotos.qianqian.com/ting/pic/item/32fa828ba61ea8d347f6b684960a304e241f585e.jpg"
"http://music.taihe.com/songlist/1994","静静的忧伤","664439","http://hiphotos.qianqian.com/ting/pic/item/1c950a7b02087bf4213b9569f3d3572c10dfcf5f.jpg"
"http://music.taihe.com/songlist/1998","新婚快乐 我们的青春","91601","http://hiphotos.qianqian.com/ting/pic/item/8c1001e93901213f3de48c5c55e736d12e2e955f.jpg"
"http://music.taihe.com/songlist/1999","聆听草原的美丽音乐","124616","http://hiphotos.qianqian.com/ting/pic/item/f603918fa0ec08fa774e2e5e5bee3d6d54fbdaf8.jpg"
"http://music.taihe.com/songlist/2001","错过的爱情","848886","http://hiphotos.qianqian.com/ting/pic/item/f9198618367adab43e61b6b989d4b31c8601e493.jpg"
"http://music.taihe.com/songlist/2003","岁月如歌，唱彻青春","728739","http://hiphotos.qianqian.com/ting/pic/item/f9dcd100baa1cd11dfb1512cbb12c8fcc3ce2db2.jpg"
"http://music.taihe.com/songlist/2022","爱了就无悔","501136","http://hiphotos.qianqian.com/ting/pic/item/d01373f082025aaf5ce5bc4bfaedab64024f1a5f.jpg"
"http://music.taihe.com/songlist/2039","一个人的时候就单曲循环这些歌","860962","http://hiphotos.qianqian.com/ting/pic/item/5fdf8db1cb134954c3db0d0c504e9258d0094a95.jpg"
"http://music.taihe.com/songlist/2052","只因爱着你-情歌精选","241805","http://hiphotos.qianqian.com/ting/pic/item/7af40ad162d9f2d37a26e96fa8ec8a136327cc7f.jpg"
"http://music.taihe.com/songlist/2081","老歌里我爱你的故事","4130","http://hiphotos.qianqian.com/ting/pic/item/f9198618367adab45fbfd6c38ad4b31c8601e4c7.jpg"
"http://music.taihe.com/songlist/2124","想和你一起唱这首歌","704531","http://hiphotos.qianqian.com/ting/pic/item/b7003af33a87e950e26f436f12385343fbf2b4bd.jpg"
"http://music.taihe.com/songlist/2129","狂欢，派对，High起来！","20600","http://hiphotos.qianqian.com/ting/pic/item/3c6d55fbb2fb4316532eb7fa21a4462309f7d379.jpg"
"http://music.taihe.com/songlist/2165","影视金曲-侠骨柔情","283292","http://hiphotos.qianqian.com/ting/pic/item/d01373f082025aaf535bb34bfaedab64024f1ac1.jpg"
"http://music.taihe.com/songlist/2169","金庸武侠影视金曲","510394","http://hiphotos.qianqian.com/ting/pic/item/a8773912b31bb051e94c7ea8377adab44bede0c2.jpg"
"http://music.taihe.com/songlist/2170","你的光影都映在胶片上","358064","http://business.cdn.qianqian.com/qianqian/pic/bos_client_8bc5630f3d48777146574b3d55c4b3a1.jpg"
"http://music.taihe.com/songlist/2184","林肯公园精选","259968","http://hiphotos.qianqian.com/ting/pic/item/7dd98d1001e93901a23140be7aec54e736d1967b.jpg"
"http://music.taihe.com/songlist/2188","夜场顶级暴力DJ舞曲","2017594","http://hiphotos.qianqian.com/ting/pic/item/35a85edf8db1cb13ef5af193dc54564e92584b7b.jpg"
"http://music.taihe.com/songlist/2212","新歌抢鲜听","1049812","http://hiphotos.qianqian.com/ting/pic/item/0d338744ebf81a4cd2761b6fd02a6059242da6d4.jpg"
"http://music.taihe.com/songlist/2227","中国风的韵味","4470152","http://hiphotos.qianqian.com/ting/pic/item/f636afc379310a55c73c6f61b54543a98226100e.jpg"
"http://music.taihe.com/songlist/2229","古香古色 唯美中国风","483252","http://hiphotos.qianqian.com/ting/pic/item/b7003af33a87e950505f3eec11385343faf2b4e2.jpg"
"http://music.taihe.com/songlist/2235","你告诉我爱情的道理","439965","http://hiphotos.qianqian.com/ting/pic/item/35a85edf8db1cb13ef21f193dc54564e93584be2.jpg"
"http://music.taihe.com/songlist/2246","流淌在爱的音符","405136","http://hiphotos.qianqian.com/ting/pic/item/dc54564e9258d109e5e9d1a5d358ccbf6c814d9a.jpg"
"http://music.taihe.com/songlist/2287","一起去西藏","85653","http://hiphotos.qianqian.com/ting/pic/item/fd039245d688d43f51cc5c727c1ed21b0ff43bcd.jpg"
"http://music.taihe.com/songlist/2290","心向西藏","33308","http://hiphotos.qianqian.com/ting/pic/item/8644ebf81a4c510f8d8e2f9a6159252dd52aa5ec.jpg"
"http://music.taihe.com/songlist/2340","枕着希望甜美入眠","30602","http://hiphotos.qianqian.com/ting/pic/item/0d338744ebf81a4c02762149d62a6059242da6ee.jpg"
"http://music.taihe.com/songlist/2378","流行歌 经典唱不停","1898521","http://hiphotos.qianqian.com/ting/pic/item/30adcbef76094b36d0d5d66da2cc7cd98c109def.jpg"
"http://music.taihe.com/songlist/2379","为你点首伤感情歌","446033","http://hiphotos.qianqian.com/ting/pic/item/83025aafa40f4bfb95472957014f78f0f7361819.jpg"
"http://music.taihe.com/songlist/2384","昨日重现 那些年一起听过的歌","191022","http://hiphotos.qianqian.com/ting/pic/item/0ff41bd5ad6eddc48fa0797b38dbb6fd536633ef.jpg"
"http://music.taihe.com/songlist/2387","怀旧，是一种音乐态度","1512529","http://hiphotos.qianqian.com/ting/pic/item/908fa0ec08fa513d20c170f53f6d55fbb2fbd9b5.jpg"
"http://music.taihe.com/songlist/2391","爱的时光机","24943","http://hiphotos.qianqian.com/ting/pic/item/10dfa9ec8a13632750ab0fb3908fa0ec09fac7e8.jpg"
"http://music.taihe.com/songlist/2398","金庸武侠梦","1264466","http://hiphotos.qianqian.com/ting/pic/item/3b292df5e0fe99252202a5b836a85edf8cb171c8.jpg"
"http://music.taihe.com/songlist/2403","爱情 就是你唱我和","260019","http://hiphotos.qianqian.com/ting/pic/item/bd315c6034a85edf29ca33a348540923dc5475e8.jpg"
"http://music.taihe.com/songlist/2430","一首老歌 一段记忆","525985","http://hiphotos.qianqian.com/ting/pic/item/6d81800a19d8bc3e92f8bb0a808ba61ea9d34579.jpg"
"http://music.taihe.com/songlist/2431","你的我的 我们的音乐记忆","252779","http://hiphotos.qianqian.com/ting/pic/item/d52a2834349b033b07eb315a14ce36d3d439bdcb.jpg"
"http://music.taihe.com/songlist/2435","武侠金曲 首首动听","1791999","http://hiphotos.qianqian.com/ting/pic/item/2e2eb9389b504fc225871676e7dde71191ef6ded.jpg"
"http://music.taihe.com/songlist/2445","那些年 我们一起追过的青春少年","371852","http://hiphotos.qianqian.com/ting/pic/item/b7003af33a87e950756cda7012385343fbf2b4b6.jpg"
"http://music.taihe.com/songlist/2453","耳朵的享受","194352","http://hiphotos.qianqian.com/ting/pic/item/ac345982b2b7d0a27babc91dcaef76094a369ad4.jpg"
"http://music.taihe.com/songlist/2461","如果往昔 那么思念","10463","http://hiphotos.qianqian.com/ting/pic/item/ac6eddc451da81cbd9844e4d5366d016082431d4.jpg"
"http://music.taihe.com/songlist/2469","旋转着快乐","117915","http://hiphotos.qianqian.com/ting/pic/item/267f9e2f070828383f501194b999a9014d08f1d5.jpg"
"http://music.taihe.com/songlist/2476","心痛也歌唱","32653","http://hiphotos.qianqian.com/ting/pic/item/4034970a304e251f2bb42978a686c9177e3e53eb.jpg"
"http://music.taihe.com/songlist/2501","是主唱 更是才子——吴青峰创作集","5408","http://hiphotos.qianqian.com/ting/pic/item/5fdf8db1cb134954ae5c25e4574e9258d0094af4.jpg"
"http://music.taihe.com/songlist/2519","乐坛才子当年的模样","250515","http://hiphotos.qianqian.com/ting/pic/item/b3119313b07eca800bb8f467902397dda04483f5.jpg"
"http://music.taihe.com/songlist/2520","清新明媚花草系","6399","http://hiphotos.qianqian.com/ting/pic/item/a044ad345982b2b7a622f44430adcbef77099bf5.jpg"
"http://music.taihe.com/songlist/2554","80后的旧时光","584064","http://hiphotos.qianqian.com/ting/pic/item/2fdda3cc7cd98d108068c1b1203fb80e7aec90f6.jpg"
"http://music.taihe.com/songlist/2559","曾经沧海难为水","1383269","http://hiphotos.qianqian.com/ting/pic/item/2934349b033b5bb59489ed7e37d3d539b700bcd0.jpg"
"http://music.taihe.com/songlist/2596","午后心情","1823912","http://hiphotos.qianqian.com/ting/pic/item/fd039245d688d43f51165c727c1ed21b0ff43bf7.jpg"
"http://music.taihe.com/songlist/2597","我的精选歌单","1423096","http://hiphotos.qianqian.com/ting/pic/item/d53f8794a4c27d1e0b99f6441ad5ad6edcc438f7.jpg"
"http://music.taihe.com/songlist/2600","最爱的那首歌，电台里谁在重播","205256","http://hiphotos.qianqian.com/ting/pic/item/37d12f2eb9389b50c4a62dd28435e5dde6116ed1.jpg"
"http://music.taihe.com/songlist/2650","摇滚在中国","2203961","http://hiphotos.qianqian.com/ting/pic/item/c8177f3e6709c93db5aac3779e3df8dcd00054d2.jpg"
"http://music.taihe.com/songlist/2654","经典华语老歌","760573","http://hiphotos.qianqian.com/ting/pic/item/b151f8198618367a6093181b2f738bd4b21ce5da.jpg"
"http://music.taihe.com/songlist/2662","娜样纯杰的爱恋","12621","http://hiphotos.qianqian.com/ting/pic/item/8718367adab44aed38157364b21c8701a08bfbd3.jpg"
"http://music.taihe.com/songlist/2762","那些让你听到就心疼的歌","27295882","http://hiphotos.qianqian.com/ting/pic/item/d1a20cf431adcbef0c65b386adaf2edda2cc9fd9.jpg"
"http://music.taihe.com/songlist/2764","总有一些歌，是你的过去","1102241","http://hiphotos.qianqian.com/ting/pic/item/8326cffc1e178a82b086b220f703738da877e8fc.jpg"
"http://music.taihe.com/songlist/2766","唯美中国风","918106","http://hiphotos.qianqian.com/ting/pic/item/d53f8794a4c27d1eca6fb68419d5ad6eddc43820.jpg"
"http://music.taihe.com/songlist/2786","80后最爱的经典网络歌曲","10338778","http://hiphotos.qianqian.com/ting/pic/item/bba1cd11728b47107795304cc2cec3fdfd0323fc.jpg"
"http://music.taihe.com/songlist/2787","那些时候，那些老歌","297587","http://hiphotos.qianqian.com/ting/pic/item/7aec54e736d12f2edf9d81304dc2d562843568c1.jpg"
"http://music.taihe.com/songlist/2800","好听的歌-众星成名曲","351992","http://hiphotos.qianqian.com/ting/pic/item/f603918fa0ec08fa66b5de2758ee3d6d54fbdafd.jpg"
"http://music.taihe.com/songlist/2801","简简单单的歌，简简单单的人","23399","http://hiphotos.qianqian.com/ting/pic/item/09fa513d269759ee07e5ad4bb3fb43166c22dffd.jpg"
"http://music.taihe.com/songlist/2805","80后的旋律","82338","http://hiphotos.qianqian.com/ting/pic/item/023b5bb5c9ea15ce695b2d89b7003af33b87b2fd.jpg"
"http://music.taihe.com/songlist/2821","音乐中的安逸好时光","393093","http://hiphotos.qianqian.com/ting/pic/item/9f2f070828381f302a11ed9cab014c086e06f0ff.jpg"
"http://music.taihe.com/songlist/2826","记忆の歌","14685","http://hiphotos.qianqian.com/ting/pic/item/b8389b504fc2d562085b1d6de61190ef77c66cdb.jpg"
"http://music.taihe.com/songlist/2832","曾经的歌，唱着我们是好兄弟","2627892","http://hiphotos.qianqian.com/ting/pic/item/d000baa1cd11728b45097b5ccafcc3cec3fd2ca3.jpg"
"http://music.taihe.com/songlist/2834","且听中国摇滚","269449","http://hiphotos.qianqian.com/ting/pic/item/58ee3d6d55fbb2fb7e9f95924e4a20a44723dcfe.jpg"
"http://music.taihe.com/songlist/2837","最爱中国风","639627","http://hiphotos.qianqian.com/ting/pic/item/d1a20cf431adcbef0c80b386adaf2edda2cc9ffe.jpg"
"http://music.taihe.com/songlist/2846","催泪情歌集","620655","http://hiphotos.qianqian.com/ting/pic/item/0dd7912397dda144f5df4b68b0b7d0a20df48611.jpg"
"http://music.taihe.com/songlist/2852","骑着单车去旅行","873229","http://hiphotos.qianqian.com/ting/pic/item/4610b912c8fcc3ce722deb069045d688d43f2011.jpg"
"http://music.taihe.com/songlist/2867","情绪没有语言 伤心大过天","51820","http://hiphotos.qianqian.com/ting/pic/item/b151f8198618367acec4b25d2f738bd4b21ce5e5.jpg"
"http://music.taihe.com/songlist/2879","这些歌，送给单身的你","184196","http://hiphotos.qianqian.com/ting/pic/item/d000baa1cd11728b8a9a41a2c9fcc3cec2fd2cff.jpg"
"http://music.taihe.com/songlist/2881","这些歌，与我的爱情有关","5810668","http://hiphotos.qianqian.com/ting/pic/item/42166d224f4a20a4b44d4fea92529822720ed048.jpg"
"http://music.taihe.com/songlist/2887","我的深情 唱给你听","591941","http://hiphotos.qianqian.com/ting/pic/item/8644ebf81a4c510fd3de96446259252dd42aa551.jpg"
"http://music.taihe.com/songlist/2895","晚安好梦","342450","http://hiphotos.qianqian.com/ting/pic/item/b151f8198618367aafc4dc8d2c738bd4b31ce515.jpg"
"http://music.taihe.com/songlist/2910","那些校园时光","71578","http://hiphotos.qianqian.com/ting/pic/item/72f082025aafa40f4dbd1116aa64034f79f01985.jpg"
"http://music.taihe.com/songlist/2911","青春之歌","727126","http://hiphotos.qianqian.com/ting/pic/item/e850352ac65c10386f98d89db0119313b17e898e.jpg"
"http://music.taihe.com/songlist/2912","台湾校园歌曲之七十年代","654190","http://hiphotos.qianqian.com/ting/pic/item/f7246b600c3387448951fc17530fd9f9d62aa0c1.jpg"
"http://music.taihe.com/songlist/2913","六月唱起的毕业歌","271240","http://hiphotos.qianqian.com/ting/pic/item/562c11dfa9ec8a1352569a60f603918fa1ecc0e6.jpg"
"http://music.taihe.com/songlist/2931","入睡前的安眠曲","845896","http://hiphotos.qianqian.com/ting/pic/item/9f510fb30f2442a736423025d043ad4bd01302e6.jpg"
"http://music.taihe.com/songlist/2941","经典的歌谣 曾经的记忆","486842","http://hiphotos.qianqian.com/ting/pic/item/8435e5dde71190efe7b45f5fcf1b9d16fcfa60e7.jpg"
"http://music.taihe.com/songlist/2944","答应不爱你","8450","http://hiphotos.qianqian.com/ting/pic/item/3c6d55fbb2fb431653afb7fa21a4462308f7d3fa.jpg"
"http://music.taihe.com/songlist/2950","就是爱听英文歌","59288","http://hiphotos.qianqian.com/ting/pic/item/d058ccbf6c81800ae1300d50b33533fa838b4793.jpg"
"http://music.taihe.com/songlist/2962","学唱一首爱的歌","7887","http://hiphotos.qianqian.com/ting/pic/item/e824b899a9014c084b88e5250b7b02087af4f4fb.jpg"
"http://music.taihe.com/songlist/2966","他说（港台版）","40283","http://hiphotos.qianqian.com/ting/pic/item/48540923dd54564e382b29b9b2de9c82d0584fe0.jpg"
"http://music.taihe.com/songlist/2994","早安，午安，晚安","187261","http://hiphotos.qianqian.com/ting/pic/item/7af40ad162d9f2d37afae96fa8ec8a136227cc43.jpg"
"http://music.taihe.com/songlist/2996","想你的歌","378552","http://hiphotos.qianqian.com/ting/pic/item/503d269759ee3d6d6e2d4a4b42166d224e4ade43.jpg"
"http://music.taihe.com/songlist/3022","我的故事 你的歌","15373","http://hiphotos.qianqian.com/ting/pic/item/024f78f0f736afc386bef2e5b219ebc4b6451284.jpg"
"http://music.taihe.com/songlist/3023","MP3里，总有一些舍不得删除的歌","9242220","http://hiphotos.qianqian.com/ting/pic/item/c9fcc3cec3fdfc0384b462bfd63f8794a5c226ec.jpg"
"http://music.taihe.com/songlist/3030","K歌一族最爱","17545","http://hiphotos.qianqian.com/ting/pic/item/6a63f6246b600c33d7d413481b4c510fd8f9a185.jpg"
"http://music.taihe.com/songlist/3037","静静听歌，放空心情","1001703","http://hiphotos.qianqian.com/ting/pic/item/8cb1cb134954092375c4aefe9358d109b2de4985.jpg"
"http://music.taihe.com/songlist/3040","唱响KTV","21860","http://hiphotos.qianqian.com/ting/pic/item/bd3eb13533fa828b118e5063fc1f4134960a5a85.jpg"
"http://music.taihe.com/songlist/3048","听林二在唱歌","8329","http://hiphotos.qianqian.com/ting/pic/item/b21bb051f819861825a222044bed2e738ad4e64d.jpg"
"http://music.taihe.com/songlist/3051","Jay的中国风","14718","http://hiphotos.qianqian.com/ting/pic/item/8718367adab44aed38e27364b21c8701a08bfb86.jpg"
"http://music.taihe.com/songlist/3052","当爱情遇见浪漫","600608","http://hiphotos.qianqian.com/ting/pic/item/8601a18b87d6277f83beffb829381f30e824fc86.jpg"
"http://music.taihe.com/songlist/3072","宝贝们最爱的歌","970888","http://hiphotos.qianqian.com/ting/pic/item/0823dd54564e92587a984b6e9d82d158cdbf4e86.jpg"
"http://music.taihe.com/songlist/3086","忽然之间 而立之年","16117","http://hiphotos.qianqian.com/ting/pic/item/8644ebf81a4c510f8d202f9a6159252dd52aa54e.jpg"
"http://music.taihe.com/songlist/3091","春暖花开时节听民谣","169828","http://hiphotos.qianqian.com/ting/pic/item/b3119313b07eca800baaf467902397dda0448387.jpg"
"http://music.taihe.com/songlist/3092","Folk came from folks","11458","http://hiphotos.qianqian.com/ting/pic/item/e61190ef76c6a7ef5dc265a6fcfaaf51f2de664e.jpg"
"http://music.taihe.com/songlist/3117","汽车广告歌合辑","38214","http://hiphotos.qianqian.com/ting/pic/item/8c1001e93901213f3cd4835c55e736d12e2e954f.jpg"
"http://music.taihe.com/songlist/3140","伤心的泪水","481978","http://hiphotos.qianqian.com/ting/pic/item/d043ad4bd11373f0b5aaec0da50f4bfbfaed048e.jpg"
"http://music.taihe.com/songlist/3145","恋爱节奏","12667","http://hiphotos.qianqian.com/ting/pic/item/f9198618367adab45f36d6c38ad4b31c8601e448.jpg"
"http://music.taihe.com/songlist/3161","浪漫的爱","6822","http://hiphotos.qianqian.com/ting/pic/item/79f0f736afc379310aaf4ba9eac4b74542a9116e.jpg"
"http://music.taihe.com/songlist/3164","乘坐音乐列车，去旅行吧","754747","http://hiphotos.qianqian.com/ting/pic/item/64380cd7912397dd154f18305b82b2b7d0a287d4.jpg"
"http://music.taihe.com/songlist/3167","此间的少年","12807","http://hiphotos.qianqian.com/ting/pic/item/342ac65c1038534392084aa19213b07ecb80886f.jpg"
"http://music.taihe.com/songlist/3187","双子座男生林俊杰","11030","http://hiphotos.qianqian.com/ting/pic/item/b219ebc4b74543a987dd374c1f178a82b801146f.jpg"
"http://music.taihe.com/songlist/3190","听听乐即high","5585","http://hiphotos.qianqian.com/ting/pic/item/a8773912b31bb051e9e27ea8377adab44bede068.jpg"
"http://music.taihe.com/songlist/3195","伤心女人泪","68951","http://hiphotos.qianqian.com/ting/pic/item/1e30e924b899a90168f396b61c950a7b0308f568.jpg"
"http://music.taihe.com/songlist/3197","爱的伤城","437710","http://hiphotos.qianqian.com/ting/pic/item/8326cffc1e178a82a439a930f403738da977e81d.jpg"
"http://music.taihe.com/songlist/3238","用心感受","11012","http://hiphotos.qianqian.com/ting/pic/item/7a899e510fb30f24ac5c2183c995d143ac4b0368.jpg"
"http://music.taihe.com/songlist/3239","不可以忘记的旋律","16336","http://hiphotos.qianqian.com/ting/pic/item/83025aafa40f4bfb021653d4024f78f0f6361868.jpg"
"http://music.taihe.com/songlist/3266","女声经典","25599","http://hiphotos.qianqian.com/ting/pic/item/64380cd7912397ddd39a55845882b2b7d1a2874b.jpg"
"http://music.taihe.com/songlist/3272","励志音乐","1674837","http://hiphotos.qianqian.com/ting/pic/item/838ba61ea8d3fd1ffbea6fba314e251f94ca5f4b.jpg"
