"url","name","area","birthday","xingzuo","hot_fre","cover"
"http://music.taihe.com/artist/102636","Mary Martin","美国","不详","生日：","6","http://qukufile2.qianqian.com/data2/pic/7e53be2765cc48f0b8ba73a50bd9b6a7/569356952/569356952.jpg"
"http://music.taihe.com/artist/1027498","刘恺威","香港","1974-10-13","(天秤座)","2","http://qukufile2.qianqian.com/data2/pic/d4c3547bb3ef0b73a7159ae7ad8aa342/607977523/607977523.jpg"
"http://music.taihe.com/artist/1027652","赵小兵","中国","1970","1970","27","http://qukufile2.qianqian.com/data2/pic/68d114cd39575a53062df52f18a0d1ed/610768357/610768357.jpg"
"http://music.taihe.com/artist/1028","何洁","中国","1986-03-25","(白羊座)","1503","http://qukufile2.qianqian.com/data2/pic/246707557/246707557.jpg"
"http://music.taihe.com/artist/10281","Sum 41","加拿大","不详","不详","19","http://qukufile2.qianqian.com/data2/pic/86589738/86589738.jpg"
"http://music.taihe.com/artist/10282","Libera","英国","不详","不详","24","http://qukufile2.qianqian.com/data2/music/45E630118707FA5150058AD5F445F91B/252141572/252141572.jpg"
"http://music.taihe.com/artist/1028433","韩东旭","中国","1986-07-10","(巨蟹座)","117","http://qukufile2.qianqian.com/data2/pic/051e0152b3849c0909b9cd39bcd78b5d/610535302/610535302.jpg"
"http://music.taihe.com/artist/102878022","防弹少年团","韩国","不详","不详","93","http://qukufile2.qianqian.com/data2/pic/246643223/246643223.jpg"
"http://music.taihe.com/artist/1029","周笔畅","中国","1985-07-26","(狮子座)","4613","http://qukufile2.qianqian.com/data2/pic/2473a9dfd839e68ccf8fb2dc8cabf9d7/571623279/571623279.jpg"
"http://music.taihe.com/artist/102956","Shelly Manne","地区：","不详","生日：","11","http://qukufile2.qianqian.com/data2/music/06E7EA93A10EA45BAAC9EE4260632565/252513449/252513449.jpg"
"http://music.taihe.com/artist/1030","孙燕姿","新加坡","1978-07-23","(狮子座)","1182","http://qukufile2.qianqian.com/data2/pic/1146f25302c0e6c81191109ea8d28ea9/583617299/583617299.jpg"
"http://music.taihe.com/artist/1031","苏醒","中国","1984-03-05","(双鱼座)","230","http://qukufile2.qianqian.com/data2/pic/123337158/123337158.jpg"
"http://music.taihe.com/artist/1032","尚雯婕","中国","1982-12-22","(摩羯座)","1854","http://qukufile2.qianqian.com/data2/pic/a776e314e2a49aec3611d6cdbfa34627/584963370/584963370.jpg"
"http://music.taihe.com/artist/1034","蔡依林","台湾","1980-09-15","(处女座)","684","http://qukufile2.qianqian.com/data2/pic/246706974/246706974.jpg"
"http://music.taihe.com/artist/10344","James Brown","美国","1933-05-03","(金牛座)","12","http://qukufile2.qianqian.com/data2/pic/e97be0a6c0d68b4122d35ee8d14cd18e/607204265/607204265.jpg"
"http://music.taihe.com/artist/1035","张杰","中国","1982-12-20","(射手座)","11.54万","http://qukufile2.qianqian.com/data2/pic/a4aa76176f9c3e15c7489b090836b280/542130620/542130620.jpg"
"http://music.taihe.com/artist/10355","Jackson 5","美国","不详","不详","2","http://qukufile2.qianqian.com/data2/music/0C7A139288F3181CD9233E2288A7C7A4/252138514/252138514.jpg"
"http://music.taihe.com/artist/1036","马天宇","中国","1986-07-12","(巨蟹座)","2498","http://qukufile2.qianqian.com/data2/pic/86372885/86372885.jpg"
"http://music.taihe.com/artist/1037","许飞","中国","1985-11-11","(天蝎座)","4692","http://qukufile2.qianqian.com/data2/music/597E19265F9AF0469653E4AE2D8E9C14/252052065/252052065.jpg"
"http://music.taihe.com/artist/10377","迷子","中国","1991-12-04","(射手座)","4","http://qukufile2.qianqian.com/data2/pic/b826030883d7aa745210fab9852d773b/605286531/605286531.jpg"
"http://music.taihe.com/artist/1038","陈楚生","中国","1981-06-24","(巨蟹座)","1824","http://qukufile2.qianqian.com/data2/pic/86373063/86373063.jpg"
"http://music.taihe.com/artist/103819916","蒋瑶嘉","中国","1994-01-30","1994-01-30","57","http://qukufile2.qianqian.com/data2/pic/2f807ff936bef59fe627c855dd9ad744/607975186/607975186.png"
"http://music.taihe.com/artist/103826220","DJ邦邦","地区：","不详","生日：","0","http://qukufile2.qianqian.com/data2/music/99AE6E19C7B36CDC3DA6CEFFED9F8D4A/254487407/254487407.jpg"
"http://music.taihe.com/artist/10385","刘雅丽","香港","1967-05-26","(双子座)","14","http://qukufile2.qianqian.com/data2/music/842A431A9D1C4AEF07BC4A5E19342787/252059174/252059174.jpg"
"http://music.taihe.com/artist/1039","厉娜","中国","1983-02-23","(双鱼座)","1.19万","http://qukufile2.qianqian.com/data2/pic/12a39733206ee2e5bd3b6f5f01c2873b/533531331/533531331.jpg"
"http://music.taihe.com/artist/10398","Priscilla Ahn","美国","1984-03-09","(双鱼座)","902","http://qukufile2.qianqian.com/data2/pic/86584269/86584269.jpg"
"http://music.taihe.com/artist/1040","俞灏明","中国","1987-11-14","(天蝎座)","8","http://qukufile2.qianqian.com/data2/music/53E5DED541B2FACE365C64C2F7298302/252052132/252052132.jpg"
"http://music.taihe.com/artist/104013255","Leslie Grace","地区：","不详","生日：","0","http://qukufile2.qianqian.com/data2/music/5297395EB83E2B2BDDCB4CB8ECA75A25/254490281/254490281.jpg"
"http://music.taihe.com/artist/104013262","郑恺","中国","1986-04-17","(白羊座)","119","http://qukufile2.qianqian.com/data2/pic/2b9fc6a53163265273e2648386273ea3/610226471/610226471.jpg"
"http://music.taihe.com/artist/1041","刘力扬","中国","1982-10-24","(天蝎座)","603","http://qukufile2.qianqian.com/data2/pic/2cbd6f2aa4528c11b38beef44df03d67/610777943/610777943.jpg"
"http://music.taihe.com/artist/10410","Jimmy Cliff","牙买加","不详","生日：","0","http://qukufile2.qianqian.com/data2/music/8A972F33526571D9BDC50DB751108400/252373158/252373158.jpg"
"http://music.taihe.com/artist/10415","Jet","澳大利亚","不详","不详","4","http://qukufile2.qianqian.com/data2/music/C426ACF993A89694423B2A127C5822A6/252376917/252376917.jpg"
"http://music.taihe.com/artist/1042","孙俪","中国","1982-09-26","(天秤座)","30","http://qukufile2.qianqian.com/data2/pic/86373340/86373340.jpg"
"http://music.taihe.com/artist/10422","郭燕","中国","(双鱼座)","(双鱼座)","11","http://qukufile2.qianqian.com/data2/music/A4C357A3467B652B6E2532B9952AF417/252062216/252062216.jpg"
"http://music.taihe.com/artist/1043","郑秀文","香港","1972-08-19","(狮子座)","1443","http://qukufile2.qianqian.com/data2/pic/86373372/86373372.jpg"
"http://music.taihe.com/artist/10432","Jeremy Camp","美国","1978-01-12","1978-01-12","0","http://qukufile2.qianqian.com/data2/music/8233DAA0194D35F7CDDCB02B73AD6AEA/252138814/252138814.jpg"
"http://music.taihe.com/artist/10434","Jem","英国","不详","生日：","15","http://qukufile2.qianqian.com/data2/music/139365F8661D10577B06BC0E1E6735EF/252368735/252368735.jpg"
"http://music.taihe.com/artist/1044","海鸣威","中国","1982-07-10","(巨蟹座)","48","http://qukufile2.qianqian.com/data2/pic/c7ef8e2944077fa82d35d258474932f9/609077878/609077878.jpg"
"http://music.taihe.com/artist/10444","Jason Walker","美国","不详","生日：","9","http://qukufile2.qianqian.com/data2/pic/f85da6e647debb9c718b08df3171e6e1/270372150/270372150.jpg"
"http://music.taihe.com/artist/1045","魏晨","中国","1986-02-22","(双鱼座)","2071","http://qukufile2.qianqian.com/data2/pic/53ffdcb73270ba9d7a6bffc017ed82b4/583715635/583715635.jpg"
"http://music.taihe.com/artist/104589","Maria Arredondo","挪威","1985-07-06","(巨蟹座)","31","http://qukufile2.qianqian.com/data2/music/6F22D469F86EA21E5AB9088538FC25ED/252061162/252061162.jpg"
"http://music.taihe.com/artist/104591","The Cranberries","爱尔兰","1971-03-04","1971-03-04","101","http://qukufile2.qianqian.com/data2/pic/149252ca35a497214b8d14e700071e93/610192066/610192066.jpg"
"http://music.taihe.com/artist/1046","叶一茜","中国","1984-09-03","(处女座)","100","http://qukufile2.qianqian.com/data2/pic/11b5761f39320b055360d6de6e2c6eaf/610340194/610340194.jpg"
"http://music.taihe.com/artist/104611","Enrique Iglesias","西班牙","1975-05-08","(金牛座)","73","http://qukufile2.qianqian.com/data2/pic/58cc846ba8f4805c2702fe99d7cf3feb/261062175/261062175.jpg"
"http://music.taihe.com/artist/104612","Miley Cyrus","美国","1992-11-23","(射手座)","86","http://qukufile2.qianqian.com/data2/pic/630e356ed947bef00c47b5704280970f/585085310/585085310.jpg"
"http://music.taihe.com/artist/104622","Adam Lambert","美国","1982-01-29","(水瓶座)","26","http://qukufile2.qianqian.com/data2/pic/246936784/246936784.jpg"
"http://music.taihe.com/artist/104627","Usher","美国","1978-10-14","(天秤座)","27","http://qukufile2.qianqian.com/data2/pic/86418911/86418911.jpg"
"http://music.taihe.com/artist/104629","Jason Mraz","美国","1977-06-23","(巨蟹座)","173","http://qukufile2.qianqian.com/data2/pic/246937159/246937159.jpg"
"http://music.taihe.com/artist/104638","Timbaland","美国","1972-03-10","(双鱼座)","25","http://qukufile2.qianqian.com/data2/pic/5c55d51d817ca0c351b94dde35967f72/261714524/261714524.jpg"
"http://music.taihe.com/artist/104639","James Blunt","英国","1974-02-22","(双鱼座)","52","http://qukufile2.qianqian.com/data2/pic/86402580/86402580.jpg"
"http://music.taihe.com/artist/104642","Jack Johnson","美国","1975-05-18","(金牛座)","11","http://qukufile2.qianqian.com/data2/pic/09b928c09e1076b7079c8777f1587991/605481244/605481244.jpg"
"http://music.taihe.com/artist/104658","Justin Timberlake","美国","1981-01-31","(水瓶座)","29","http://qukufile2.qianqian.com/data2/pic/f03822031385d7c6b26a2933d05d746c/583379492/583379492.jpg"
"http://music.taihe.com/artist/104671","Eagles","美国","1971","1971","260","http://qukufile2.qianqian.com/data2/pic/86399665/86399665.jpg"
"http://music.taihe.com/artist/104674","Alicia Keys","美国","1981-01-25","(水瓶座)","9","http://qukufile2.qianqian.com/data2/music/0A3DEA0DEBD55AECA36ACFED4DF495F4/252054915/252054915.jpg"
"http://music.taihe.com/artist/104675","Chris Brown","美国","1989-05-05","(射手座)","21","http://qukufile2.qianqian.com/data2/pic/86399523/86399523.jpg"
"http://music.taihe.com/artist/104684","Babyface","美国","1959-04-10","(白羊座)","26","http://qukufile2.qianqian.com/data2/pic/86396355/86396355.jpg"
"http://music.taihe.com/artist/1047","谢霆锋","香港","1980-08-29","(处女座)","806","http://qukufile2.qianqian.com/data2/pic/246586036/246586036.jpg"
"http://music.taihe.com/artist/10473","郝云","中国","1979-02-25","(双鱼座)","1131","http://qukufile2.qianqian.com/data2/pic/193b1d1f789ff7370c45ee584637f33a/600593371/600593371.jpg"
"http://music.taihe.com/artist/10474","李行亮","中国","1983-03-20","(双鱼座)","956","http://qukufile2.qianqian.com/data2/pic/246668061/246668061.jpg"
"http://music.taihe.com/artist/1048","花儿乐队","中国","不详","不详","26","http://qukufile2.qianqian.com/data2/music/4C897EFA37D917346D8C59DC4E787A3E/252052095/252052095.jpg"
"http://music.taihe.com/artist/10481","中岛美嘉","日本","1983-02-19","(双鱼座)","164","http://qukufile2.qianqian.com/data2/pic/77134a453e8f621f75322d749cc21981/261900108/261900108.jpg"
"http://music.taihe.com/artist/10482","万晓利","中国","1971-10-15","(天秤座)","2652","http://qukufile2.qianqian.com/data2/pic/bf469702a8474c0c682bb53f70c17e53/599700604/599700604.jpg"
"http://music.taihe.com/artist/1049","钟汉良","香港","1974-11-30","(射手座)","1737","http://qukufile2.qianqian.com/data2/pic/246710198/246710198.jpg"
"http://music.taihe.com/artist/10490","付笛声","中国","1966-05-14","(金牛座)","4048","http://qukufile2.qianqian.com/data2/music/BDB50748CA2A5B7BA3828EDEEA340D7F/252052768/252052768.jpg"
"http://music.taihe.com/artist/10496","张含韵","中国","1989-04-09","(白羊座)","9436","http://qukufile2.qianqian.com/data2/pic/86374998/86374998.jpg"
"http://music.taihe.com/artist/1050","Twins","加拿大,香港","不详","不详","707","http://qukufile2.qianqian.com/data2/pic/d16e4b1fcbea97a446512d4a4ba7abe7/544173112/544173112.jpg"
"http://music.taihe.com/artist/10501","明道","台湾","1980-02-26","(双鱼座)","55","http://qukufile2.qianqian.com/data2/pic/b253bb6799ac79ceaf8afe5855d2fa37/610592556/610592556.jpg"
"http://music.taihe.com/artist/1051","吴宗宪","台湾","1962-09-26","(天秤座)","23","http://qukufile2.qianqian.com/data2/music/E0E314616233E5DCF3E5906E329D7F22/252052073/252052073.jpg"
"http://music.taihe.com/artist/10514","陈珊妮","台湾","1970-07-19","(巨蟹座)","4274","http://qukufile2.qianqian.com/data2/pic/247530600/247530600.jpg"
"http://music.taihe.com/artist/10517","卢凯彤","香港","1986-03-27","(白羊座)","1","http://qukufile2.qianqian.com/data2/pic/249f7a608d0428ee9b145504cc7cf086/608285841/608285841.jpg"
"http://music.taihe.com/artist/1052","林俊杰","新加坡","1981-03-27","(白羊座)","25.06万","http://qukufile2.qianqian.com/data2/pic/246708025/246708025.jpg"
"http://music.taihe.com/artist/10523","三维鱼乐队","中国","不详","不详","0","http://qukufile2.qianqian.com/data2/music/305ED06022C209C0E63130ADC492D08B/252055781/252055781.jpg"
"http://music.taihe.com/artist/10524","自然卷","台湾","不详","不详","3","http://qukufile2.qianqian.com/data2/music/D4A1E330D8AB5DE3F8278DC4F4264EE1/252055814/252055814.jpg"
"http://music.taihe.com/artist/1053","陈冠希","加拿大","1980-10-07","(天秤座)","159","http://qukufile2.qianqian.com/data2/pic/86391684/86391684.jpg"
"http://music.taihe.com/artist/10530","胡杨林","中国","1983-02-06","(水瓶座)","73","http://qukufile2.qianqian.com/data2/pic/35dff80e3b0412478e7f6a2df06ed14b/605729861/605729861.jpg"
"http://music.taihe.com/artist/10532","张蔷","中国","1967-12-18","(射手座)","1031","http://qukufile2.qianqian.com/data2/music/5DB5A09DD6B14A9AD4649FB957BC0EFF/252054118/252054118.jpg"
"http://music.taihe.com/artist/10534","太极乐队","香港","1984-10-15","(天秤座)","0","http://qukufile2.qianqian.com/data2/pic/a10bb780e980a7af58389a128ec4e8f1/591487090/591487090.jpg"
"http://music.taihe.com/artist/10536","麦浚龙","香港","1984-03-18","(双鱼座)","14","http://qukufile2.qianqian.com/data2/pic/161b9120c98d554799d76e519dd7155c/608220052/608220052.jpg"
"http://music.taihe.com/artist/10541","张明敏","中国","1956-08-31","(处女座)","694","http://qukufile2.qianqian.com/data2/music/5CA1E939FFD49EC3C96267A927276152/252055821/252055821.jpg"
"http://music.taihe.com/artist/10543","冯曦妤","香港","1983-12-14","(射手座)","168","http://qukufile2.qianqian.com/data2/pic/a3d0fdd3fdb000890281a618402dccc0/610639663/610639663.jpg"
"http://music.taihe.com/artist/10546","风火海","香港","不详","不详","646","http://qukufile2.qianqian.com/data2/pic/22b7135aba1602d14ea6231cd52efcf0/604144083/604144083.jpg"
"http://music.taihe.com/artist/1055","郭富城","香港","1965-10-26","(天蝎座)","159","http://qukufile2.qianqian.com/data2/music/E600E75E1C1AFAF48DECF6FF8C2F5631/252052122/252052122.jpg"
"http://music.taihe.com/artist/10554","胡清蓝","香港","1984-05-08","(金牛座)","748","http://qukufile2.qianqian.com/data2/pic/b4406609824d09152a5cb5d1fe44abd1/607948144/607948144.jpg"
"http://music.taihe.com/artist/10559334","王俊凯","中国","1999-09-21","(处女座)","2482","http://qukufile2.qianqian.com/data2/pic/5905f364dcbb3d7633558c3568a807a7/599658467/599658467.jpg"
"http://music.taihe.com/artist/1056","刀郎","中国","1971-06-22","(巨蟹座)","6039","http://qukufile2.qianqian.com/data2/pic/c40f81aa9cd245fa635a632b74a9b607/583290965/583290965.jpg"
"http://music.taihe.com/artist/10560","萨顶顶","中国","1984-12-27","(摩羯座)","1153","http://qukufile2.qianqian.com/data2/pic/c4f54b012cd807504b465c7bf412e3b0/610640223/610640223.jpg"
"http://music.taihe.com/artist/10561","黄龄","中国","1987-02-13","(水瓶座)","8964","http://qukufile2.qianqian.com/data2/pic/6e67b35ab94d6e0bafc0bd0984355697/579549143/579549143.jpg"
"http://music.taihe.com/artist/10562","郭采洁","台湾","1986-02-19","(双鱼座)","170","http://qukufile2.qianqian.com/data2/pic/246680029/246680029.jpg"
"http://music.taihe.com/artist/10564","后海大鲨鱼","中国","2004","2004","5","http://qukufile2.qianqian.com/data2/pic/b217418f4aa1265c12607687aeb98c5a/580366715/580366715.jpg"
"http://music.taihe.com/artist/10565383","才仁文斗","中国","不详","生日：","818","http://qukufile2.qianqian.com/data2/pic/86492849/86492849.jpg"
"http://music.taihe.com/artist/1057","黄雅莉","中国","1989-03-22","(白羊座)","279","http://qukufile2.qianqian.com/data2/pic/121298725/121298725.jpg"
"http://music.taihe.com/artist/10570","何超仪","香港","1974-12-26","(摩羯座)","553","http://qukufile2.qianqian.com/data2/pic/83ca23daea4ee3154ad213df0ae28960/604346352/604346352.jpg"
"http://music.taihe.com/artist/1058","唐禹哲","台湾","1984-09-02","(处女座)","54","http://qukufile2.qianqian.com/data2/pic/304df876d8c92d9c857afb0f1a56f92b/607954703/607954703.jpg"
"http://music.taihe.com/artist/10580","满江","中国","1973-01-09","(摩羯座)","17","http://qukufile2.qianqian.com/data2/pic/4e3a947c04bf90f8c5eda792bf07f042/602116707/602116707.jpg"
"http://music.taihe.com/artist/10587","郑欣宜","香港","1987-05-30","(双子座)","3","http://qukufile2.qianqian.com/data2/music/4F1AAA8B11EB4D5A50FB32AEC5B19809/252053092/252053092.jpg"
"http://music.taihe.com/artist/1058789","袁娅维","中国","1984-12-12","(射手座)","477","http://qukufile2.qianqian.com/data2/pic/14929c50ca0351ddaf648f3b2daa2a04/542130413/542130413.jpg"
"http://music.taihe.com/artist/10588","山人乐队","中国","1999","1999","21","http://qukufile2.qianqian.com/data2/music/EF77FBC6F29D82B1DF960527ED9BF99F/252054261/252054261.jpg"
"http://music.taihe.com/artist/1059","王栎鑫","中国","1989-01-18","(摩羯座)","113","http://qukufile2.qianqian.com/data2/pic/506c26a654a404be7c304b5680c154e3/605124529/605124529.png"
"http://music.taihe.com/artist/10591","蔡淳佳","新加坡","1978-08-03","(狮子座)","65","http://qukufile2.qianqian.com/data2/pic/86392166/86392166.jpg"
"http://music.taihe.com/artist/10594","大嘴巴","中国","不详","不详","30","http://qukufile2.qianqian.com/data2/music/0A01772EC40A696CA5D56A3F5A1CC357/252053192/252053192.jpg"
"http://music.taihe.com/artist/10595","曹轩宾","中国","1980-07-19","(巨蟹座)","9668","http://qukufile2.qianqian.com/data2/pic/114921545/114921545.jpg"
"http://music.taihe.com/artist/10600","布仁巴雅尔","中国","1960-03-06","(双鱼座)","263","http://qukufile2.qianqian.com/data2/pic/8c7ce117913f3e438f34a9ca69e959b6/606159015/606159015.jpg"
"http://music.taihe.com/artist/10604","袁咏琳","美国","1986-11-14","(天蝎座)","9","http://qukufile2.qianqian.com/data2/pic/e6b1d237dc67647a47f43f7003f7d2d3/540336162/540336162.jpg"
"http://music.taihe.com/artist/10608","中孝介","日本","1980-07-13","(巨蟹座)","27","http://qukufile2.qianqian.com/data2/pic/79784795d59943cb0374d33372d31067/261678902/261678902.jpg"
"http://music.taihe.com/artist/10612","大小姐","台湾","不详","不详","0","http://qukufile2.qianqian.com/data2/music/444C6F89B885F98666C3DEC23A9106F3/252064834/252064834.jpg"
"http://music.taihe.com/artist/10616","林育群","台湾","1986-03-09","(双鱼座)","1537","http://qukufile2.qianqian.com/data2/music/CE1C08AE46C2A98C0A2ECAA865E4793A/252056087/252056087.jpg"
"http://music.taihe.com/artist/10618","Mr.","香港","不详","不详","5","http://qukufile2.qianqian.com/data2/pic/15348484775f985f539a90dfe3d9b7f8/606154601/606154601.jpg"
"http://music.taihe.com/artist/10619","海龟先生","中国","2004-12-01","(射手座)","757","http://qukufile2.qianqian.com/data2/pic/583ab4b33b24deccf9c7f95574a7791b/580370129/580370129.jpeg"
"http://music.taihe.com/artist/1062","谭维维","中国","1981-10-08","(天秤座)","9188","http://qukufile2.qianqian.com/data2/pic/afec3678c5605c42ae3b536ba7aa6c64/268589605/268589605.jpg"
"http://music.taihe.com/artist/10621","新裤子","中国","1997","1997","47","http://qukufile2.qianqian.com/data2/pic/236e1c1ab476ba878120f63e5b37aba9/548195115/548195115.jpg"
"http://music.taihe.com/artist/10622","胡夏","中国","1990-03-01","(双鱼座)","1.61万","http://qukufile2.qianqian.com/data2/pic/246680097/246680097.jpg"
"http://music.taihe.com/artist/1063","王心凌","台湾","1982-09-05","(处女座)","1531","http://qukufile2.qianqian.com/data2/pic/246585935/246585935.jpg"
"http://music.taihe.com/artist/1064","蔡卓妍","加拿大","1982-11-22","(射手座)","78","http://qukufile2.qianqian.com/data2/music/837FBF41C816190C918A2CDE6D8E5823/252052100/252052100.jpg"
"http://music.taihe.com/artist/1065","李玟","香港","1975-01-17","(摩羯座)","577","http://qukufile2.qianqian.com/data2/pic/246585299/246585299.jpg"
"http://music.taihe.com/artist/1066","范冰冰","中国","1981-09-16","(处女座)","49","http://qukufile2.qianqian.com/data2/pic/3e950125b0d1d5474cd6ed06e1d0c613/610262158/610262158.jpg"
"http://music.taihe.com/artist/1067","刘若英","台湾","1970-06-01","(双子座)","20.88万","http://qukufile2.qianqian.com/data2/pic/246708144/246708144.jpg"
"http://music.taihe.com/artist/1068","谢娜","中国","1981-05-06","(金牛座)","1215","http://qukufile2.qianqian.com/data2/music/AA883E3B14C668C8DED6BE2910052FC6/252052149/252052149.jpg"
"http://music.taihe.com/artist/10687666","黄绮珊","中国","1968-03-23","(白羊座)","644","http://qukufile2.qianqian.com/data2/pic/86410132/86410132.jpg"
"http://music.taihe.com/artist/1069","张韶涵","台湾","1982-01-19","(摩羯座)","1.20万","http://qukufile2.qianqian.com/data2/pic/246709988/246709988.jpg"
"http://music.taihe.com/artist/10695","The Kingston Trio","美国","不详","不详","2","http://qukufile2.qianqian.com/data2/pic/8c60db96f1d13a8e90c1bce7a150e2dd/610914246/610914246.jpg"
"http://music.taihe.com/artist/1070","赵薇","中国","1976-03-12","(双鱼座)","280","http://qukufile2.qianqian.com/data2/pic/246709926/246709926.jpg"
"http://music.taihe.com/artist/1071","张惠妹","台湾","1972-08-09","(狮子座)","1168","http://qukufile2.qianqian.com/data2/pic/246709796/246709796.jpg"
"http://music.taihe.com/artist/107137708","Momo Fox","中国","不详","不详","2","http://qukufile2.qianqian.com/data2/pic/115120312/115120312.jpg"
"http://music.taihe.com/artist/107154059","Will Sparks","澳大利亚","1993-03-15","1993-03-15","26","http://qukufile2.qianqian.com/data2/music/4722EE33D59F58AA6EC7FCDB9B585468/254793857/254793857.jpg"
"http://music.taihe.com/artist/1072","王啸坤","中国","1988-03-12","(双鱼座)","1.17万","http://qukufile2.qianqian.com/data2/music/72C573B84D1AB48F6A9E26A16D3189B1/252052131/252052131.jpg"
"http://music.taihe.com/artist/10751643","Juniel","韩国","1993-09-03","(处女座)","0","http://qukufile2.qianqian.com/data2/pic/123657373/123657373.jpg"
"http://music.taihe.com/artist/1076","那英","中国","1967-11-27","(射手座)","1577","http://qukufile2.qianqian.com/data2/pic/246709341/246709341.jpg"
"http://music.taihe.com/artist/1077","陈奕迅","香港","1974-07-27","(狮子座)","3746","http://qukufile2.qianqian.com/data2/pic/af739e0109798366b9419230be5253ce/541222074/541222074.jpg"
"http://music.taihe.com/artist/1078","李玉刚","中国","1978-07-23","(狮子座)","7.30万","http://qukufile2.qianqian.com/data2/pic/246707812/246707812.jpg"
"http://music.taihe.com/artist/10784","Julian Marley","英国","1975-06-04","(双子座)","0","http://qukufile2.qianqian.com/data2/music/6CBADE525F78509CDDB25F319E518958/252390627/252390627.jpg"
"http://music.taihe.com/artist/1079","金莎","中国","1983-03-14","(双鱼座)","5.68万","http://qukufile2.qianqian.com/data2/pic/246707714/246707714.jpg"
"http://music.taihe.com/artist/108128682","The Chainsmokers","美国","不详","不详","174","http://qukufile2.qianqian.com/data2/music/FB1E04384E51B2B374D7DAF2F0084C49/254484708/254484708.jpg"
"http://music.taihe.com/artist/1082","黎明","香港","1966-12-11","(射手座)","313","http://qukufile2.qianqian.com/data2/pic/86376447/86376447.jpg"
"http://music.taihe.com/artist/10822","田亮","中国","1979-08-27","1979-08-27","2053","http://qukufile2.qianqian.com/data2/music/B54A0273F2047114B2B986EE5147AACA/252385300/252385300.jpg"
"http://music.taihe.com/artist/1084","罗志祥","台湾","1979-07-30","(狮子座)","162","http://qukufile2.qianqian.com/data2/pic/246585671/246585671.jpg"
"http://music.taihe.com/artist/10841","Leonard Bernstein","美国","1918-08-25","1918-08-25","7","http://qukufile2.qianqian.com/data2/pic/ac41f7ea1a852ed7e617cfbfe8256e44/567039743/567039743.jpg"
"http://music.taihe.com/artist/1085","杨千嬅","香港","1974-02-03","(水瓶座)","162","http://qukufile2.qianqian.com/data2/pic/246586408/246586408.jpg"
