"company","url","date","author","author_url","cover","name","play_fre"
"SONY","http://music.taihe.com/album/10420180","2011-09-24","王若琳","http://music.taihe.com/artist/5984","http://qukufile2.qianqian.com/data2/pic/ef39a0b40a0746e424b9a77d2311a99d/10420180/10420180.jpg","The Things We Do For Love","33"
"滚石唱片","http://music.taihe.com/album/104229","2002-11-01","黄品源","http://music.taihe.com/artist/1231","http://qukufile2.qianqian.com/data2/pic/66ba48dd22db9fa798614e0330fae764/104229/104229.jpg","简单情歌 小薇","16"
"亚神音乐","http://music.taihe.com/album/104404","2009-12-11","谢和弦","http://music.taihe.com/artist/1571","http://qukufile2.qianqian.com/data2/pic/7aa65981f4d466d9035fd7a5379fbdbd/599489654/599489654.jpg","地球其实没有那么危险","1"
"SONY","http://music.taihe.com/album/10440483","2011-09-19","Kasabian","http://music.taihe.com/artist/176856","http://qukufile2.qianqian.com/data2/pic/6888940d1e007bd3121a2545b170b9eb/605726360/605726360.jpg","Velociraptor!","0"
"SONY","http://music.taihe.com/album/10454767","2001-07-24","Cake","http://music.taihe.com/artist/1471747","http://qukufile2.qianqian.com/data2/music/8B2CAED02CE50722BC98EC48B77821A0/252892757/252892757.jpg","Comfort Eagle","0"
"典选音乐","http://music.taihe.com/album/104629","2005-04-15","胡德夫","http://music.taihe.com/artist/1368","http://qukufile2.qianqian.com/data2/music/49CCD9CEFFD2FA9A13839CD1CB323246/252199735/252199735.jpg","匆匆","29"
"不详","http://music.taihe.com/album/104631","1997-01-01","屠洪刚","http://music.taihe.com/artist/1279","http://qukufile2.qianqian.com/data2/music/C51864730EBE1A7BC2DEEBC642D3ACCB/252202422/252202422.jpg","中国功夫","132"
"无线星空","http://music.taihe.com/album/104635","2005-04-01","屠洪刚","http://music.taihe.com/artist/1279","http://qukufile2.qianqian.com/data2/pic/fa5f96247ad91be8d30693dfbbdd94ac/611867285/611867285.jpg","风云2","99"
"环球唱片","http://music.taihe.com/album/1046585","2008-04-29","Sarah Connor","http://music.taihe.com/artist/11712","http://qukufile2.qianqian.com/data2/pic/88676990/88676990.jpg","Key To My Soul","16"
"广州音像","http://music.taihe.com/album/104702","2008-09-28","腾格尔","http://music.taihe.com/artist/1316","http://qukufile2.qianqian.com/data2/pic/271a8bc9ea15939f41bf989c68ae5a05/601772618/601772618.jpg","腾格尔·发烧名盘精选","36"
"老班长音乐工作室","http://music.taihe.com/album/104831","2003-06-26","小曾","http://music.taihe.com/artist/1521","http://qukufile2.qianqian.com/data2/pic/8b8240f1037709343204048471d94a27/261947908/261947908.jpg","送战友","44"
"太合麦田","http://music.taihe.com/album/104856","2010-03-14","彭坦","http://music.taihe.com/artist/1379","http://qukufile2.qianqian.com/data2/pic/c4e2e086d42c6092c815535a304e0285/557330576/557330576.jpg","I Do","2"
"颂今音乐","http://music.taihe.com/album/10493656","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/8e0ad62e2881c75ad32bd4600127e542/10493656/10493656.jpg","001、儿歌曲库-童歌经典","65"
"颂今音乐","http://music.taihe.com/album/10493674","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/54983f9e316ec69d7c6c4bf7b1ed89dc/265721056/265721056.jpg","002、儿歌曲库-童歌经典","33"
"颂今音乐","http://music.taihe.com/album/10493677","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/7b749088c1ec98876e91ad67fd3f47a6/288597768/288597768.jpg","003、儿歌曲库-童歌经典","84"
"颂今音乐","http://music.taihe.com/album/10493683","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/56d47ea0901c250eddba1ba523d9d394/603876788/603876788.jpg","005、儿歌曲库-娃娃唱红歌","39"
"颂今音乐","http://music.taihe.com/album/10493700","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/7b749088c1ec98876e91ad67fd3f47a6/288602952/288602952.jpg","007、儿歌曲库-童歌经典","88"
"颂今音乐","http://music.taihe.com/album/10493714","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/a9598c140a07a78308a0497d12456557/265793216/265793216.jpg","040、儿歌曲库-台湾童歌金曲","16"
"颂今音乐","http://music.taihe.com/album/10493717","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/bbf9f0f2c795a786c16d24ed059531a6/265720965/265720965.jpg","013、儿歌曲库-台湾童歌金曲","21"
"颂今音乐","http://music.taihe.com/album/10493720","2015-09-23","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/7b749088c1ec98876e91ad67fd3f47a6/288605492/288605492.jpg","014、儿歌曲库-童歌经典","215"
"颂今音乐","http://music.taihe.com/album/10493734","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/467b904eefe8e22b3c9ccf67b2ffe3ee/265719881/265719881.jpg","019、儿歌曲库-唱给妈妈的歌","13"
"颂今音乐","http://music.taihe.com/album/10493749","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/5cf342c9ec7936f3c1447ccb23726eb5/265724812/265724812.jpg","025、儿歌曲库-七巧板金曲","6"
"颂今音乐","http://music.taihe.com/album/10493834","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/7b749088c1ec98876e91ad67fd3f47a6/288601182/288601182.jpg","057、儿歌曲库-童歌经典","154"
"颂今音乐","http://music.taihe.com/album/10494044","2013-03-22","小蓓蕾组合","http://music.taihe.com/artist/707709","http://qukufile2.qianqian.com/data2/pic/9556b6c4e681fe5b33fd7c8d2e9a5b59/265700642/265700642.jpg","055 儿歌曲库-双语儿歌对对唱","55"
"颂今音乐","http://music.taihe.com/album/10495290","不详","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/95821fe97e97b3322ce59c953417436a/261948051/261948051.jpg","儿歌曲库46","15"
"兀丫文化","http://music.taihe.com/album/10509304","2010-08-18","龙啸","http://music.taihe.com/artist/627431","http://qukufile2.qianqian.com/data2/music/DA73EC5C9DEB6E8D7389BE8D9514B42D/252576987/252576987.jpg","龙啸的眼泪","1"
"SONY","http://music.taihe.com/album/105224589","2013-11-18","Faul & Wad Ad","http://music.taihe.com/artist/123532805","http://qukufile2.qianqian.com/data2/music/DE96AB1E0148C14B0031332D431C62B3/254705796/254705796.jpg","Changes","1"
"SONY","http://music.taihe.com/album/10525799","2009-08-24","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/88987938/88987938.jpg","他&他 [好男真情歌]","2"
"广州致力文化传播有限公司","http://music.taihe.com/album/105291698","1970-01-01","庄心妍","http://music.taihe.com/artist/28646904","http://qukufile2.qianqian.com/data2/pic/e6c6220e8d2111823c23701aed4c7f2a/584552092/584552092.jpg"," 一直想着他","136"
"英皇唱片","http://music.taihe.com/album/105394","2010-07-08","古巨基","http://music.taihe.com/artist/1105","http://qukufile2.qianqian.com/data2/music/51B8AF274DEA8871EABF03F6EFE6009D/252179201/252179201.jpg","时代","3"
"不详","http://music.taihe.com/album/105463","2005-02-01","谢军","http://music.taihe.com/artist/1524","http://qukufile2.qianqian.com/data2/pic/7f684254ace2b2b071e7cbad78ec246f/261948481/261948481.jpg","那一夜","197"
"福茂唱片","http://music.taihe.com/album/10546896","2011-10-18","群星","http://music.taihe.com/artist/2374","http://qukufile2.qianqian.com/data2/pic/4a123ff53e1c492f6714d64ad91ac06e/10546896/10546896.jpg","我可能不会爱你 电视原声带","21"
"不详","http://music.taihe.com/album/105489275","2013-11-11","果味VC","http://music.taihe.com/artist/2537","http://qukufile2.qianqian.com/data2/pic/5cea797e0cd3c299de0ba5b40ddb842f/599300774/599300774.jpg","启示录","0"
"滚石唱片","http://music.taihe.com/album/105511","1996-10-08","郭子","http://music.taihe.com/artist/1232","http://qukufile2.qianqian.com/data2/pic/5f74980ba408c1b2ead0e0045933d084/105511/105511.jpg","为爱偷生","0"
"SONY","http://music.taihe.com/album/105545177","2010-10-25","林育群","http://music.taihe.com/artist/10616","http://qukufile2.qianqian.com/data2/music/A2346ACB29D60EA8A49B7371625113C5/254717682/254717682.jpg","未来的第一站","0"
"S.M.Entertainment","http://music.taihe.com/album/10556386","2011-10-19","少女时代","http://music.taihe.com/artist/56914","http://qukufile2.qianqian.com/data2/pic/127626431/127626431.jpg","The Boys","32"
"SONY","http://music.taihe.com/album/10556779","2010-04-26","Kenny G","http://music.taihe.com/artist/176903","http://qukufile2.qianqian.com/data2/pic/8982364093f5bf46dc6e010b38ab1172/10556779/10556779.jpg","Songbird: The Best Of Kenny G","14"
"环球唱片","http://music.taihe.com/album/10558911","2011-10-17","Justin Bieber","http://music.taihe.com/artist/88985","http://qukufile2.qianqian.com/data2/pic/88992741/88992741.jpg","Mistletoe","12"
"环球唱片","http://music.taihe.com/album/105614764","2013-11-15","Wen Yin Liang","http://music.taihe.com/artist/232913367","http://qukufile2.qianqian.com/data2/music/6946D5CDC072ED5F028E80D0B1300B42/254703751/254703751.jpg","Unfriend After The Separation","0"
"SONY","http://music.taihe.com/album/105616143","2013-04-22","Snoop Dogg","http://music.taihe.com/artist/2718","http://qukufile2.qianqian.com/data2/pic/d390d50628ac436194f8ec60bbc5476f/607974353/607974353.jpg","Reincarnated","0"
"名唐文化","http://music.taihe.com/album/105619194","2013-11-30","苏丹","http://music.taihe.com/artist/2942","http://qukufile2.qianqian.com/data2/pic/105619113/105619113.jpg","小天使","0"
"环球唱片","http://music.taihe.com/album/10562188","2011-10-14","陈奕迅","http://music.taihe.com/artist/1077","http://qukufile2.qianqian.com/data2/pic/e9b5f0b1d5915c151985cf3344a27ea2/10562188/10562188.jpg","903 id club 拉阔音乐会 陈奕迅x杨千嬅x梁汉文","4"
"环球唱片","http://music.taihe.com/album/105625629","2013-11-14","Various Artists","http://music.taihe.com/artist/4016","http://qukufile2.qianqian.com/data2/music/F67CE73422BEA85580B5344A01176BBC/254721660/254721660.jpg","Side Effects: The Music, Episode 1","0"
"环球唱片","http://music.taihe.com/album/105629735","2013-10-18","曲婉婷","http://music.taihe.com/artist/687850","http://qukufile2.qianqian.com/data2/pic/859a16865ab80e2e3a574d80987e4751/105629735/105629735.jpg","Say The Words","26"
"环球唱片","http://music.taihe.com/album/1056302","2004-08-26","Ashlee Simpson","http://music.taihe.com/artist/172173","http://qukufile2.qianqian.com/data2/music/FCBF6E32372340DC03EE4F3EA6F7265E/252303919/252303919.jpg","Autobiography","0"
"英皇唱片","http://music.taihe.com/album/105663","2010-04-29","海鸣威","http://music.taihe.com/artist/1044","http://qukufile2.qianqian.com/data2/pic/43375a56a6af006263f27e3ea74e82cb/609079571/609079571.jpg","我的回忆不是我的","4"
"滚石唱片","http://music.taihe.com/album/105727","2001-09-06","纪晓君","http://music.taihe.com/artist/1506","http://qukufile2.qianqian.com/data2/pic/42226712f225b55f609110156cc34db1/105727/105727.jpg","野火春风","2"
"滚石唱片","http://music.taihe.com/album/105826","2008-05-20","易桀齐","http://music.taihe.com/artist/1424","http://qukufile2.qianqian.com/data2/music/EF1DF29101E3BB0C09138560E2D88D38/252201586/252201586.jpg","有你真好","2"
"环球唱片","http://music.taihe.com/album/1058371","1998-04-01","Björk","http://music.taihe.com/artist/172253","http://qukufile2.qianqian.com/data2/pic/87cbb9586538d14e27aeaa90e5e2d4b3/1058371/1058371.jpg","Homogenic","2"
"英皇唱片","http://music.taihe.com/album/105871","2008-11-27","王祖蓝","http://music.taihe.com/artist/1221","http://qukufile2.qianqian.com/data2/music/BF66BCC7F4E51F58D808369C205D6E72/252196829/252196829.jpg","处处祖蓝","2"
"龙乐文化","http://music.taihe.com/album/105900","2002-04-14","郭峰","http://music.taihe.com/artist/1550","http://qukufile2.qianqian.com/data2/pic/2bf72851718f543b414ea5dc4e25c954/603757097/603757097.jpg","郭峰经典1980-2000","25"
"华谊兄弟","http://music.taihe.com/album/105909","2009-06-23","杨坤","http://music.taihe.com/artist/1380","http://qukufile2.qianqian.com/data2/pic/99862a33c88e861e2dfe5675d6d5cd1c/105909/105909.jpg","杨坤","15"
"SONY","http://music.taihe.com/album/105980405","2013-11-08","罗志祥","http://music.taihe.com/artist/1084","http://qukufile2.qianqian.com/data2/pic/4def1f7a197107b7b12f04b4a9858265/583572417/583572417.jpg","狮子吼","7"
"不详","http://music.taihe.com/album/10599049","2014-03-22","Greyson Chance","http://music.taihe.com/artist/458976","http://qukufile2.qianqian.com/data2/music/AEBDFA0FCE49A9CBB9A5BB77BE387AEB/252815907/252815907.jpg","Hold On ‘Til The Night","71"
"SONY","http://music.taihe.com/album/105998026","2012-08-17","杨丞琳","http://music.taihe.com/artist/82366","http://qukufile2.qianqian.com/data2/pic/b10755396618e91cae2c5eb0fca7631f/105998026/105998026.jpg","想幸福的人","4"
"SONY","http://music.taihe.com/album/106065715","2013-11-22","Hush!","http://music.taihe.com/artist/26186197","http://qukufile2.qianqian.com/data2/pic/106188479/106188479.jpg","异常现象","1"
"海蝶音乐","http://music.taihe.com/album/106078842","2013-12-05","戚薇","http://music.taihe.com/artist/1509","http://qukufile2.qianqian.com/data2/pic/c7af63673cfed55788c481aeb578dd4e/556189345/556189345.jpg","失窃之物","23"
"惠达州文化","http://music.taihe.com/album/106125580","2013-12-06","金南玲","http://music.taihe.com/artist/2319312","http://qukufile2.qianqian.com/data2/pic/106124457/106124457.jpg","来生","179"
"力加太阳文化传播（北京）有限公司","http://music.taihe.com/album/106151524","2013-12-04","陈慧敏","http://music.taihe.com/artist/60435517","http://qukufile2.qianqian.com/data2/pic/69ce53437df1c707f10aaa98553c9e40/106151524/106151524.jpg","陈慧敏","0"
"美力星空","http://music.taihe.com/album/106155","2010-07-15","易欣","http://music.taihe.com/artist/1491","http://qukufile2.qianqian.com/data2/pic/3c71d212da07da9a61bac3ab46f0479f/261948966/261948966.jpg","今生无缘","2"
"名唐文化","http://music.taihe.com/album/106233347","2013-12-15","胡志辉","http://music.taihe.com/artist/94491300","http://qukufile2.qianqian.com/data2/pic/106232605/106232605.jpg","兄弟一起","1"
"环球唱片","http://music.taihe.com/album/1062571","2003-05-12","Lionel Richie","http://music.taihe.com/artist/55453","http://qukufile2.qianqian.com/data2/pic/f00b24c629c03f17d8deed7b327139b9/1062571/1062571.jpg","Lionel Richie","14"
"21东方","http://music.taihe.com/album/106384","2004-07-01","何炅","http://music.taihe.com/artist/17296","http://qukufile2.qianqian.com/data2/pic/a899a4c610328a854959bfc48a23bd38/106384/106384.jpg","可以爱","12"
"福茂唱片","http://music.taihe.com/album/106468","2010-06-04","韦礼安","http://music.taihe.com/artist/1677","http://qukufile2.qianqian.com/data2/pic/e108f2fd8e8248e716c8398c6d670a5e/106468/106468.png","韦礼安","5"
"凤凰涅盘","http://music.taihe.com/album/106526565","2014-06-11","蓝波","http://music.taihe.com/artist/92456553","http://qukufile2.qianqian.com/data2/pic/dc954e238f29797eb85afeb957d8e0c8/610196263/610196263.jpg","你到底有没有爱过我","70"
